time;Va;Vb;Vc;ia;ib;ic;id;iq;Te;theta_r;omega_r;iq_ref;duty_a;duty_b;duty_c
0.001080;0.001293;11.399090;-11.400375;0.000182;2.874187;-2.874369;-0.000057;3.307163;0.497840;-0.000009;0.005006;5.441658;0.500016;0.594998;0.405002
0.001090;0.001266;11.344837;-11.346107;0.000183;2.884223;-2.884408;-0.000055;3.318931;0.499578;-0.000009;0.005505;5.442629;0.500016;0.594546;0.405454
0.001100;0.001244;11.291447;-11.292694;0.000185;2.894108;-2.894294;-0.000053;3.330521;0.501290;-0.000009;0.006008;5.443590;0.500016;0.594101;0.405899
0.001110;0.001221;11.238922;-11.240139;0.000187;2.903843;-2.904031;-0.000050;3.341935;0.502977;-0.000009;0.006516;5.444543;0.500015;0.593663;0.406337
0.001120;0.001190;11.187229;-11.188427;0.000188;2.913432;-2.913621;-0.000048;3.353178;0.504638;-0.000009;0.007027;5.445487;0.500015;0.593232;0.406768
0.001130;0.001167;11.136375;-11.137535;0.000190;2.922876;-2.923066;-0.000045;3.364251;0.506273;-0.000009;0.007543;5.446422;0.500015;0.592808;0.407192
0.001140;0.001133;11.086323;-11.087460;0.000191;2.932177;-2.932369;-0.000042;3.375156;0.507885;-0.000009;0.008063;5.447348;0.500014;0.592391;0.407609
0.001150;0.001099;11.037083;-11.038197;0.000192;2.941339;-2.941532;-0.000039;3.385898;0.509472;-0.000008;0.008586;5.448266;0.500014;0.591980;0.408020
0.001160;0.001080;10.988628;-10.989708;0.000194;2.950362;-2.950557;-0.000036;3.396477;0.511035;-0.000008;0.009114;5.449176;0.500013;0.591576;0.408424
0.001170;0.001045;10.940960;-10.942005;0.000195;2.959250;-2.959446;-0.000033;3.406897;0.512574;-0.000008;0.009645;5.450077;0.500013;0.591179;0.408821
0.001180;0.001011;10.894047;-10.895058;0.000196;2.968004;-2.968201;-0.000030;3.417161;0.514091;-0.000008;0.010180;5.450971;0.500013;0.590788;0.409212
0.001190;0.000977;10.847885;-10.848869;0.000197;2.976626;-2.976825;-0.000026;3.427270;0.515584;-0.000008;0.010719;5.451856;0.500012;0.590403;0.409597
0.001200;0.000942;10.802475;-10.803421;0.000198;2.985119;-2.985319;-0.000023;3.437227;0.517055;-0.000008;0.011262;5.452734;0.500012;0.590025;0.409975
0.001210;0.000908;10.757790;-10.758701;0.000199;2.993485;-2.993685;-0.000020;3.447034;0.518504;-0.000008;0.011808;5.453604;0.500011;0.589652;0.410348
0.001220;0.000877;10.713825;-10.714691;0.000200;3.001725;-3.001926;-0.000016;3.456694;0.519931;-0.000008;0.012358;5.454466;0.500011;0.589285;0.410715
0.001230;0.000828;10.670559;-10.671402;0.000201;3.009841;-3.010043;-0.000012;3.466209;0.521337;-0.000008;0.012911;5.455321;0.500010;0.588925;0.411075
0.001240;0.000797;10.628006;-10.628792;0.000202;3.017836;-3.018039;-0.000009;3.475582;0.522722;-0.000007;0.013468;5.456168;0.500010;0.588570;0.411430
0.001250;0.000755;10.586121;-10.586880;0.000202;3.025711;-3.025914;-0.000005;3.484814;0.524086;-0.000007;0.014028;5.457008;0.500009;0.588221;0.411779
0.001260;0.000717;10.544918;-10.545628;0.000203;3.033468;-3.033672;-0.000001;3.493908;0.525430;-0.000007;0.014592;5.457840;0.500009;0.587877;0.412123
0.001270;0.000679;10.504372;-10.505047;0.000203;3.041110;-3.041314;0.000003;3.502865;0.526753;-0.000007;0.015159;5.458666;0.500008;0.587539;0.412461
0.001280;0.000633;10.464481;-10.465115;0.000204;3.048637;-3.048841;0.000008;3.511689;0.528057;-0.000007;0.015729;5.459484;0.500008;0.587207;0.412793
0.001290;0.000591;10.425236;-10.425827;0.000204;3.056051;-3.056257;0.000012;3.520381;0.529341;-0.000007;0.016302;5.460296;0.500007;0.586879;0.413121
0.001300;0.000542;10.386627;-10.387173;0.000204;3.063355;-3.063561;0.000016;3.528943;0.530606;-0.000006;0.016878;5.461100;0.500007;0.586558;0.413443
0.001310;0.000504;10.348637;-10.349136;0.000204;3.070551;-3.070756;0.000021;3.537376;0.531853;-0.000006;0.017458;5.461898;0.500006;0.586241;0.413759
0.001320;0.000454;10.311260;-10.311710;0.000204;3.077639;-3.077844;0.000026;3.545685;0.533080;-0.000006;0.018041;5.462690;0.500006;0.585929;0.414071
